filename,source_file,label,area_piksel,width,height
virus_041_biji1.jpg,virus_041,terkontaminasi,340.5,30,28
virus_042_biji1.jpg,virus_042,terkontaminasi,305.0,26,27
virus_043_biji1.jpg,virus_043,terkontaminasi,348.5,27,30
virus_044_biji1.jpg,virus_044,terkontaminasi,318.5,27,28
virus_045_biji1.jpg,virus_045,terkontaminasi,210.0,45,11
virus_045_biji2.jpg,virus_045,terkontaminasi,316.0,29,26
virus_046_biji1.jpg,virus_046,terkontaminasi,269.0,28,23
virus_047_biji1.jpg,virus_047,terkontaminasi,285.0,25,29
virus_048_biji1.jpg,virus_048,terkontaminasi,391.5,31,30
virus_049_biji1.jpg,virus_049,terkontaminasi,350.5,29,30
virus_050_biji1.jpg,virus_050,terkontaminasi,170.0,22,22
virus_051_biji1.jpg,virus_051,terkontaminasi,266.5,28,24
virus_051_biji2.jpg,virus_051,terkontaminasi,216.5,22,25
virus_051_biji3.jpg,virus_051,terkontaminasi,168.0,23,21
virus_051_biji4.jpg,virus_051,terkontaminasi,116.0,21,19
virus_051_biji5.jpg,virus_051,terkontaminasi,256.5,26,23
virus_051_biji6.jpg,virus_051,terkontaminasi,193.0,22,23
virus_052_biji1.jpg,virus_052,terkontaminasi,316.0,23,32
virus_053_biji1.jpg,virus_053,terkontaminasi,161.0,22,23
virus_053_biji2.jpg,virus_053,terkontaminasi,550.0,51,34
virus_053_biji3.jpg,virus_053,terkontaminasi,198.0,25,23
virus_053_biji4.jpg,virus_053,terkontaminasi,169.0,22,22
